Device Active,Location Active,Address,City,State,Zip,Serial Number,First EOD Date,Dispenses,Acceptance,BNR_Total,Dispense_Rate,Acceptance_Rate,BNR_Rate,Days Active,Wear Rate,Maintenance Flag
1,1,7584 Tyler Passage,New Amandaville,OK,22194,FAKE000515,2/23/2018,3922208,2624767,6546975,1477.19,988.54,2465.73,2673,2448.3825729244577,True
1,1,344 Schwartz Loaf,Murphyville,ME,7123,FAKE000516,9/24/2018,6800161,4931034,11731195,2783.92,2018.71,4802.63,2460,4766.840715156441,True
1,1,403 Wesley Courts,West Brendaport,ME,20988,FAKE000517,1/3/2018,6634901,3395558,10030459,2451.68,1254.7,3706.39,2724,3680.902385321101,True
1,1,30336 Summers Plaza Apt. 221,Robertport,DE,9732,FAKE000518,7/17/2019,1781999,4044453,5826452,830.3,1884.45,2714.75,2164,2691.201847575058,True
1,1,793 Rebecca Mills,Watkinsborough,UT,11592,FAKE000519,4/18/2023,4447416,4158598,8606014,5736.34,5363.82,11100.16,793,10838.808564231738,True
1,1,008 Alice Orchard,South Dorothyview,HI,78806,FAKE000520,2/24/2019,2006306,6633540,8639846,876.34,2897.47,3773.81,2307,3743.434142114385,True
1,1,0284 Walter Glens Apt. 575,Cabreraberg,MD,57988,FAKE000521,5/19/2019,5524633,6729049,12253682,2504.92,3051.02,5555.94,2223,5509.749100719425,True
1,1,3011 Garner Brook,New Nathan,AZ,63414,FAKE000522,8/15/2022,4620136,1098276,5718412,4522.55,1075.08,5597.63,1039,5498.473076923077,True
1,1,6588 Leah Streets Suite 469,South Seanview,TN,64747,FAKE000523,1/28/2019,3960628,6951545,10912173,1709.53,3000.51,4710.04,2334,4673.307494646681,True
1,1,0767 Wise Parks,Nguyenview,TN,95265,FAKE000524,8/31/2021,1440224,5218080,6658304,1050.55,3806.26,4856.81,1388,4793.59539236861,True
1,1,599 Johnson Stream Apt. 276,Arnoldchester,VA,91182,FAKE000525,2/4/2020,3480055,1226180,4706235,1789.56,630.54,2420.1,1962,2397.4707080998473,True
1,1,037 Thompson Ranch Apt. 926,Chapmanbury,IN,27182,FAKE000526,8/2/2020,3697363,4727077,8424440,2095.96,2679.68,4775.64,1782,4724.868199663489,True
1,1,61271 Tiffany Track Suite 723,East Amymouth,AL,35507,FAKE000527,11/16/2022,5690789,5965803,11656592,6128.74,6424.92,12553.65,946,12308.967265047519,True
1,1,8426 Powell Crescent Apt. 192,Melissaview,MD,4303,FAKE000528,9/2/2020,4157322,5233103,9390425,2398.87,3019.62,5418.5,1751,5359.831621004566,True
1,1,568 Oconnor Spring,Dennisfurt,DC,28874,FAKE000529,10/21/2022,6109203,3129914,9239117,6403.23,3280.55,9683.78,972,9495.495375128468,True
1,1,483 David Mountains,New Kristine,MS,60945,FAKE000530,4/28/2020,1078191,3437487,4515678,579.45,1847.39,2426.83,1878,2403.234699308143,True
1,1,0713 Keith Harbor Apt. 365,Smithstad,ID,36644,FAKE000531,9/19/2023,3092776,3611659,6704435,4979.05,5814.4,10793.46,639,10475.6796875,True
1,1,468 Michael Oval Suite 708,North Karenside,SD,90071,FAKE000532,4/6/2020,2777547,1863109,4640656,1475.36,989.64,2465.0,1900,2441.1657022619675,True
1,1,128 Mitchell Stravenue,Suzanneton,NH,53376,FAKE000533,2/7/2022,5847691,4356761,10204452,4831.26,3599.48,8430.74,1228,8303.052888527258,True
1,1,3010 Ashley Divide Suite 675,Michaelfurt,NV,19012,FAKE000534,3/30/2020,3394253,6060005,9454258,1796.85,3208.04,5004.89,1907,4955.0618448637315,True
1,1,28022 Lindsey Causeway Apt. 754,Lake Jason,WI,52583,FAKE000535,11/20/2021,2219900,1467157,3687057,1721.2,1137.56,2858.76,1307,2818.8509174311926,True
1,1,4955 Jackson Causeway,Port Timothyside,VA,62260,FAKE000536,6/23/2021,5454442,6121671,11576113,3789.57,4253.14,8042.71,1457,7939.72085048011,True
1,1,85194 Melissa Ports,Randolphburgh,MA,99356,FAKE000537,11/17/2019,4966215,3474611,8440826,2454.77,1717.48,4172.25,2041,4133.607247796278,True
1,1,107 Diaz Valleys,West Michaelfurt,OK,23794,FAKE000538,5/28/2018,4970901,5846391,10817292,1940.82,2282.64,4223.46,2579,4192.748837209302,True
1,1,6315 Taylor Wells Apt. 327,Stevenside,NH,4865,FAKE000539,3/25/2020,6611420,1266360,7877780,3489.84,668.45,4158.29,1912,4118.0240460010455,True
1,1,0323 Horton Bridge,Loriland,NH,46108,FAKE000540,12/27/2018,3977719,2751102,6728821,1693.57,1171.32,2864.9,2366,2842.7634136037177,True
1,1,07531 Kristy Point,Tonyatown,IA,74993,FAKE000541,3/15/2019,4112163,4254177,8366340,1811.31,1873.86,3685.17,2288,3655.019659239843,True
1,1,6118 Jamie Drive,Duncanville,NM,36877,FAKE000542,2/25/2020,2356336,5572081,7928417,1224.92,2896.6,4121.52,1941,4082.604016477858,True
1,1,90008 Howard Rapid,East Jessicamouth,AK,53427,FAKE000543,8/17/2019,1461601,3889886,5351487,691.0,1839.01,2530.0,2133,2507.7258669165885,True
1,1,3897 Richardson Extension,North Mackenzieview,MO,43693,FAKE000544,12/10/2022,2309570,4287946,6597516,2552.5,4738.97,7291.47,922,7147.90465872156,True
1,1,3482 Anthony Hollow Suite 931,New Joshua,IN,31593,FAKE000545,1/13/2019,3274724,4658861,7933585,1404.63,1998.33,3402.95,2349,3375.993617021277,True
1,1,4580 Michelle Ports Apt. 901,Thompsonville,IL,28081,FAKE000546,4/14/2022,1204932,3030031,4234963,1052.61,2646.98,3699.58,1162,3641.4127257093724,True
1,1,89021 Spencer Wall Apt. 508,Eatonberg,MI,6282,FAKE000547,10/6/2019,6266893,2614650,8881543,3033.41,1265.59,4299.0,2083,4261.776871401152,True
1,1,838 White Mills Apt. 715,Wilsonshire,KY,7541,FAKE000548,9/17/2023,2828351,3776758,6605109,4533.39,6053.53,10586.91,641,10288.331775700935,True
1,1,88075 Carlos Springs,East Tonya,MO,23565,FAKE000549,4/5/2023,3685327,1243472,4928799,4676.36,1577.86,6254.22,806,6107.557620817844,True
1,1,66300 Marie Vista,Greenfurt,MA,31593,FAKE000550,8/19/2022,3960985,5687281,9648266,3894.71,5592.12,9486.82,1035,9312.99806949807,True
1,1,6896 Rivera Terrace Apt. 076,Smithside,KS,75671,FAKE000551,7/19/2023,4374535,5291066,9665601,6403.18,7744.74,14147.92,701,13768.662393162393,True
1,1,456 Cox Isle Apt. 583,Port Rick,NJ,59895,FAKE000552,4/18/2019,1110271,3484660,4594931,496.43,1558.07,2054.5,2254,2037.6634146341464,True
1,1,08998 Kristen Manor,West Blakefort,IL,89962,FAKE000553,12/7/2023,3179300,3654782,6834082,5858.14,6734.25,12592.39,560,12181.964349376114,True
1,1,11755 Sarah Port,Carolineborough,PA,27013,FAKE000554,11/9/2019,1230336,2877441,4107777,605.69,1416.56,2022.25,2049,2003.7936585365853,True
1,1,7026 Smith Port Apt. 075,North David,IL,34573,FAKE000555,10/3/2018,2944574,4096558,7041132,1210.0,1683.37,2893.37,2451,2871.5872756933118,True
1,1,13460 Daniel Springs Apt. 489,Lake Stacey,IA,12651,FAKE000556,9/24/2023,2615122,6814425,9429547,4241.22,11051.67,15292.89,634,14849.68031496063,True
1,1,92862 Michael Cove,Riggsside,CA,97171,FAKE000557,3/1/2020,4856994,6120384,10977378,2532.07,3190.7,5722.77,1936,5667.20598864223,True
1,1,424 Mathis Squares,North Brianaborough,CT,80109,FAKE000558,12/7/2023,5330446,1267464,6597910,9821.81,2335.41,12157.23,560,11760.980392156862,True
1,1,3603 Smith Mews,Gabriellaside,SD,42018,FAKE000559,11/27/2023,3820312,6179076,9999388,6911.48,11178.82,18090.31,570,17512.063047285465,True
1,1,869 Keith Squares,Jonesburgh,ME,66823,FAKE000560,4/30/2019,6167884,3098218,9266102,2772.5,1392.67,4165.17,2242,4131.1199286669635,True
1,1,7008 Matthew Field Suite 255,Paulaberg,CA,31264,FAKE000561,4/24/2021,2711285,3226209,5937494,1808.09,2151.48,3959.57,1517,3911.3926218708825,True
1,1,930 Sierra View,North Beth,DE,71025,FAKE000562,7/16/2023,2865976,3160662,6026638,4172.76,4601.81,8774.57,704,8548.42269503546,True
1,1,5513 Denise Turnpike,Tonyamouth,NH,41980,FAKE000563,2/15/2019,4566366,6683170,11249536,1986.63,2907.56,4894.2,2316,4855.21622788088,True
1,1,915 Roger Spur,West Laurahaven,GA,37444,FAKE000564,1/27/2019,3366195,5634753,9000948,1452.39,2431.18,3883.57,2335,3853.1455479452056,True
1,1,010 Dickerson Forges Apt. 475,Port William,FL,21212,FAKE000565,3/25/2023,5651734,4677560,10329294,7073.33,5854.12,12927.44,817,12627.498777506113,True
1,1,8780 Caleb Forge,Lake Traciestad,MI,31363,FAKE000566,11/9/2019,1754675,5495997,7250672,863.82,2705.66,3569.48,2049,3536.9131707317074,True
1,1,1036 Robert Avenue,South Brenda,IA,83036,FAKE000567,9/18/2023,3352548,5708420,9060968,5381.46,9163.06,14544.52,640,14135.675507020282,True
1,1,4563 Dunn Light Apt. 852,Dianaport,OK,48872,FAKE000568,12/10/2023,6139798,6259962,12399760,11389.68,11612.59,23002.28,557,22221.79211469534,True
1,1,30919 Christine Heights,Brittneytown,WY,28229,FAKE000569,12/23/2020,5638973,3672465,9311438,3477.08,2264.5,5741.59,1639,5677.706097560976,True
1,1,3654 Matthew Overpass Apt. 850,Tracyborough,TX,19297,FAKE000570,4/2/2019,2120586,6164770,8285356,941.25,2736.32,3677.58,2270,3648.3293703214445,True
1,1,4712 Bailey Freeway,Johnshire,ND,84569,FAKE000571,2/9/2021,6510076,1594139,8104215,4137.56,1013.17,5150.73,1591,5090.587311557789,True
1,1,644 Love Centers Apt. 953,North Amber,VA,16438,FAKE000572,6/22/2019,3195628,6466675,9662303,1471.45,2977.62,4449.06,2189,4412.010502283105,True
1,1,8186 Tina Center,East Lindaland,AK,72435,FAKE000573,6/11/2018,4438029,6900672,11338701,1742.07,2708.74,4450.82,2565,4418.823460639127,True
1,1,394 Davila Stream,Lake Bruceport,AL,73704,FAKE000574,9/23/2020,6810495,6193451,13003946,3977.97,3617.56,7595.53,1730,7512.389370306181,True
1,1,67039 Charles Turnpike,North Charles,NJ,95247,FAKE000575,8/15/2019,1473644,3943687,5417331,696.09,1862.84,2558.92,2135,2536.203651685393,True
1,1,810 Willis Forest,Fordport,WA,91732,FAKE000576,4/11/2023,5223116,2138291,7361407,6674.03,2732.28,9406.31,800,9190.2709113608,True
1,1,90068 Joseph River Suite 901,Port Justinland,ME,70959,FAKE000577,11/24/2021,6665231,4718498,11383729,5186.22,3671.47,8857.69,1303,8729.853527607362,True
1,1,28722 Ward Well Suite 581,Rubioside,WY,79580,FAKE000578,8/25/2021,5953003,5049724,11002727,4325.08,3668.81,7993.89,1394,7887.259498207885,True
1,1,7941 Rodriguez Mountain,South Steven,NV,27281,FAKE000579,12/9/2020,1518833,6282565,7801398,928.7,3841.53,4770.23,1653,4716.68561064087,True
1,1,243 Jones Corner,Anthonymouth,ND,94702,FAKE000580,12/4/2019,1556548,1622098,3178646,775.69,808.35,1584.04,2024,1569.7017283950618,True
1,1,4490 Adams Fork Apt. 040,Saraborough,NC,49364,FAKE000581,5/12/2018,2720306,2423086,5143392,1055.34,940.04,1995.38,2595,1981.2758089368258,True
1,1,1828 Francisco Path,Anthonyberg,IA,95343,FAKE000582,8/29/2018,4971355,3160473,8131828,2014.16,1280.48,3294.64,2486,3269.7338158423804,True
1,1,21451 Hughes Inlet,Jamestown,OH,32800,FAKE000583,3/16/2021,6236132,6268893,12505025,4052.73,4074.02,8126.74,1556,8031.486833654464,True
1,1,184 Mason Springs,Smithville,MD,11728,FAKE000584,3/6/2019,3512830,1159004,4671834,1541.13,508.47,2049.6,2297,2033.0,True
1,1,798 Knight Lane Suite 292,South Barry,CA,72758,FAKE000585,5/7/2020,5380915,3600858,8981773,2906.08,1944.72,4850.8,1869,4803.087165775401,True
1,1,45084 Brittany Groves Apt. 341,Marybury,CT,60418,FAKE000586,6/11/2020,5435299,1692115,7127414,2992.95,931.76,3924.71,1834,3884.14931880109,True
1,1,3429 Mary Track,Port Kathryn,NE,95149,FAKE000587,8/28/2018,6483235,4608037,11091272,2625.74,1866.27,4492.01,2487,4457.906752411575,True
1,1,2721 John Dale,East Michele,SC,79791,FAKE000588,1/22/2021,5426661,2530282,7956943,3409.45,1589.72,4999.17,1609,4942.200621118012,True
1,1,6997 Parker Pike,Lake Bernardburgh,VA,58881,FAKE000589,8/17/2022,3176264,4993023,8169287,3114.74,4896.3,8011.04,1037,7870.218689788054,True
1,1,170 Veronica Lights,West Kenneth,IN,55062,FAKE000590,6/8/2019,3668171,6888738,10556909,1678.46,3152.1,4830.56,2203,4789.88611615245,True
1,1,39907 Gonzales Creek Apt. 379,Lake Ryanside,ND,36371,FAKE000591,7/2/2021,5968271,2980629,8948900,4173.01,2084.05,6257.06,1448,6175.914423740511,True
1,1,631 Carter Key,North Jacksonstad,CT,19202,FAKE000592,5/17/2020,3127902,3011724,6139626,1698.49,1635.41,3333.9,1859,3300.874193548387,True
1,1,8794 Garcia Ranch Apt. 499,North Brandonfort,TX,52989,FAKE000593,12/27/2023,4884475,4176269,9060744,9345.62,7990.59,17336.21,540,16748.140480591497,True
1,1,79763 Shawn Mountains Suite 963,Ericchester,AK,50942,FAKE000594,7/13/2022,2645627,2856144,5501771,2509.1,2708.75,5217.85,1072,5127.465983224604,True
1,1,481 Foley Extensions,Joshuaview,OK,53029,FAKE000595,1/17/2023,2929417,6876556,9805973,3380.68,7935.85,11316.53,884,11080.195480225988,True
1,1,68708 Caitlin Port Apt. 552,New Joshuamouth,MS,50014,FAKE000596,10/28/2018,1305085,3540842,4845927,541.98,1470.45,2012.43,2426,1996.673671199011,True
1,1,788 Carrillo Knoll,Robertsbury,MI,72537,FAKE000597,11/14/2023,6848264,5802956,12651220,12109.72,10261.31,22371.03,583,21663.04794520548,True
1,1,5743 Julian Knoll Suite 847,North Anthonymouth,AL,45634,FAKE000598,1/25/2018,2908035,5584078,8492113,1083.32,2080.22,3163.54,2702,3141.7362190159083,True
1,1,68488 Amy Drive,Priceton,CO,48368,FAKE000599,11/25/2023,3228355,1153495,4381850,5821.34,2079.97,7901.31,572,7647.207678883072,True
1,1,8652 Casey Junction,North Randybury,AZ,81326,FAKE000600,12/11/2022,2485774,1583615,4069389,2750.01,1751.95,4501.96,921,4413.654013015184,True
1,1,982 Cook Mall,New Michael,IN,60608,FAKE000601,6/20/2020,3067676,4341356,7409032,1696.89,2401.42,4098.31,1825,4057.5202628696607,True
1,1,63093 Angela Bypass Apt. 327,Markport,RI,97592,FAKE000602,9/6/2022,4062605,5393793,9456398,4063.88,5395.48,9459.36,1017,9289.19253438114,True
1,1,950 Smith Parkway,Lawrencemouth,TX,14374,FAKE000603,1/1/2018,2980105,2243505,5223610,1100.45,828.45,1928.89,2726,1915.5152181884855,True
1,1,81913 Perez Cove,Hectorhaven,DE,63418,FAKE000604,11/18/2019,4041094,6833741,10874835,1998.39,3379.4,5377.79,2040,5328.189612934836,True
1,1,92911 Greene Rapid Suite 280,Joannaview,NV,54718,FAKE000605,10/18/2020,2824067,3140320,5964387,1673.59,1861.01,3534.61,1705,3496.12368112544,True
1,1,244 Avery Orchard Apt. 976,Welchview,WA,66840,FAKE000606,7/11/2018,3573690,6699647,10273337,1419.56,2661.28,4080.84,2535,4051.0003943217666,True
1,1,50615 Jonathan Mill,East Paul,MA,52145,FAKE000607,11/8/2018,1824411,4395308,6219719,760.82,1832.93,2593.75,2415,2574.3870033112585,True
1,1,5668 Latoya Plaza,New Michaelfort,RI,22334,FAKE000608,8/4/2020,3042617,5267513,8310130,1726.58,2989.14,4715.72,1780,4665.991016282987,True
1,1,5563 Brown Ville,Manningmouth,PA,14833,FAKE000609,9/19/2019,6353222,1162506,7515728,3050.95,558.26,3609.21,2100,3577.214659685864,True
1,1,6032 Walker Causeway,Brownstad,AR,16322,FAKE000610,10/24/2022,6282802,4378861,10661663,6604.13,4602.81,11206.94,969,10991.405154639175,True
1,1,188 Pamela Springs Suite 034,Port Patricia,NY,73819,FAKE000611,6/14/2023,5817129,5530829,11347958,8093.35,7695.02,15788.37,736,15397.500678426051,True
1,1,00653 Moore Tunnel,Lauraview,NE,35828,FAKE000612,12/15/2020,4486143,5570856,10056999,2752.3,3417.78,6170.08,1647,6102.547936893204,True
1,1,16140 Mercado Canyon,Wrighttown,WV,72191,FAKE000613,12/25/2023,4783664,1954489,6738153,9120.9,3726.58,12847.48,542,12409.121546961325,True
1,1,3264 Sampson Turnpike Apt. 657,Timothyland,MD,97789,FAKE000614,3/24/2021,2668769,1512686,4181455,1743.68,988.33,2732.01,1548,2699.4544867656555,True
1,1,303 Kaufman Ramp,Millerchester,NE,2465,FAKE000615,6/5/2020,5778965,3909778,9688743,3171.04,2145.38,5316.42,1840,5262.7609994568165,True
1,1,040 Roth Streets,Rushhaven,LA,79109,FAKE000616,7/11/2019,2984594,6206039,9190633,1386.5,2883.03,4269.54,2170,4233.363887609396,True
1,1,10805 Benson Oval,Greenberg,NC,97099,FAKE000617,10/19/2021,2793313,3088474,5881787,2113.48,2336.8,4450.28,1339,4389.39328358209,True
1,1,51688 Barrera River,Kristieview,SC,22159,FAKE000618,12/18/2020,1432592,6030424,7463016,880.88,3708.03,4588.92,1644,4536.787841945289,True
1,1,93051 Rebecca Parks Suite 708,Elliottburgh,MD,83999,FAKE000619,3/8/2021,2228589,4917863,7146452,1440.63,3179.05,4619.68,1564,4566.423003194888,True
1,1,6727 Amy Estate,South Danaview,HI,62386,FAKE000620,2/20/2020,3957895,5028835,8986730,2052.61,2608.01,4660.62,1946,4615.680534155111,True
1,1,7458 Brandon Ferry Suite 238,Westbury,TX,34971,FAKE000621,8/18/2022,2785359,1733100,4518459,2733.85,1701.05,4434.9,1036,4357.241080038572,True
1,1,0898 Carl Flats Apt. 657,Richardview,OK,70266,FAKE000622,12/19/2022,1963953,2499804,4463757,2192.63,2790.88,4983.51,913,4883.760393873085,True
1,1,124 Jennifer Lights Apt. 815,Jasonhaven,UT,34621,FAKE000623,1/24/2023,6665098,1809624,8474722,7757.14,2106.12,9863.27,877,9652.302961275627,True
1,1,579 Christopher Turnpike Suite 610,Murraymouth,SD,98403,FAKE000624,11/21/2023,4216520,6551495,10768015,7553.49,11736.38,19289.87,576,18662.071057192374,True
1,1,470 Reynolds Wells Apt. 100,South John,NY,88233,FAKE000625,3/5/2023,3549589,6964251,10513840,4333.59,8502.45,12836.04,837,12546.348448687351,True
1,1,3472 Wilson Forks Suite 943,Masonstad,IA,96090,FAKE000626,5/12/2022,2078428,5619232,7697660,1861.66,5033.18,6894.84,1134,6782.079295154185,True
1,1,455 Kirk Trail Suite 645,North Michelle,RI,45490,FAKE000627,4/20/2023,4663380,3520692,8184072,6029.08,4551.75,10580.82,791,10333.424242424242,True
1,1,4685 Heather Plaza Apt. 462,New Annburgh,DE,88687,FAKE000628,3/17/2023,1838673,6526228,8364901,2277.76,8084.72,10362.48,825,10126.998789346248,True
1,1,455 John Parkway Suite 354,Lake Connor,AZ,14081,FAKE000629,5/26/2023,2328182,1978900,4307082,3155.11,2681.77,5836.88,755,5697.1984126984125,True
1,1,40622 Denise Route,Maryville,OK,55900,FAKE000630,5/27/2022,2075058,2252169,4327227,1883.26,2044.0,3927.26,1119,3863.5955357142857,True
1,1,25963 Ashley Extension Apt. 045,Coreyburgh,SD,23867,FAKE000631,8/13/2022,4849208,5592402,10441610,4738.32,5464.52,10202.84,1041,10020.73896353167,True
1,1,316 Derek Pike Apt. 110,Benjaminbury,ID,17029,FAKE000632,9/17/2018,4000554,2137217,6137771,1632.91,872.35,2505.26,2467,2486.941247974068,True
1,1,0322 Scott Club,Kingville,MT,70610,FAKE000633,12/28/2018,2702977,5090622,7793599,1151.28,2168.25,3319.53,2365,3293.997886728656,True
1,1,52755 Clark Crossing Apt. 960,South Dianechester,IN,96054,FAKE000634,12/12/2021,2733641,5731746,8465387,2156.12,4520.84,6676.96,1285,6582.727060653188,True
1,1,133 Heather Heights,Stephenland,IL,12489,FAKE000635,2/17/2019,4964594,5397085,10361679,2161.6,2349.91,4511.51,2314,4475.887257019438,True
1,1,90965 John Parkways,East Tamaraton,UT,54379,FAKE000636,4/7/2018,6503838,4834300,11338138,2489.68,1850.58,4340.26,2630,4309.440516913721,True
1,1,04154 Mary Glen Suite 822,Alexside,AR,87937,FAKE000637,5/24/2022,5720220,5157269,10877489,5178.63,4668.98,9847.62,1122,9686.098842386466,True
1,1,180 Smith Drives Suite 070,North Crystalville,GA,6051,FAKE000638,8/9/2022,3363015,1080103,4443118,3271.53,1050.72,4322.26,1045,4247.72275334608,True
1,1,9532 Benjamin Cape,Tiffanyburgh,UT,8027,FAKE000639,3/9/2023,2909670,6859846,9769516,3568.23,8412.46,11980.68,833,11714.047961630695,True
1,1,132 Smith Cliffs Apt. 185,Petersenburgh,FL,2415,FAKE000640,12/31/2023,3648033,5345961,8993994,7028.97,10300.5,17329.47,536,16748.59217877095,True
1,1,944 Sheryl Camp,Clarkside,MS,81185,FAKE000641,10/22/2019,3324685,4750354,8075039,1622.16,2317.77,3939.93,2067,3904.7577369439073,True
1,1,61237 Roger Summit Apt. 401,Hallport,TN,51824,FAKE000642,10/3/2023,5482095,5817591,11299686,9024.39,9576.67,18601.05,625,18050.61661341853,True
1,1,634 Tate Centers,East Joan,WY,37759,FAKE000643,1/28/2022,2506795,5462205,7969000,2054.04,4475.68,6529.72,1238,6431.7998385795,True
1,1,740 Shane Lane Suite 682,Jeffreymouth,NC,620,FAKE000644,3/30/2019,1896352,5064014,6960366,840.7,2245.01,3085.71,2273,3060.8469656992083,True
1,1,1262 Steven Summit,North Rodney,IA,40343,FAKE000645,5/20/2019,5456914,6508026,11964940,2475.24,2952.02,5427.27,2222,5382.339181286549,True
1,1,12822 Floyd Glens Apt. 210,New Eugeneland,NM,86374,FAKE000646,2/15/2021,2900309,6613166,9513475,1849.76,4217.75,6067.51,1585,5998.407944514502,True
1,1,505 Thomas Prairie Suite 873,Frederickberg,FL,49349,FAKE000647,1/16/2020,2601645,3173154,5774799,1324.8,1615.83,2940.63,1981,2913.62209889001,True
1,1,4068 Wiley Garden,Melaniemouth,VA,87090,FAKE000648,12/30/2023,6495196,1589846,8085042,12492.87,3057.91,15550.79,537,15027.959107806691,True
1,1,683 Kimberly Stream,West Jenniferborough,HI,36471,FAKE000649,4/13/2019,5201832,4383515,9585347,2320.18,1955.19,4275.37,2259,4241.303982300885,True
1,1,1417 Bowen Estate,Mccarthyland,NH,66800,FAKE000650,3/19/2023,1001694,6146747,7148441,1243.71,7631.86,8875.58,823,8675.292475728156,True
1,1,8774 Hall Streets,South Jasmine,ND,24104,FAKE000651,3/25/2022,2982693,2541584,5524277,2560.73,2182.03,4742.76,1182,4669.718512256974,True
1,1,32221 Hawkins Roads,Williamstown,MD,72695,FAKE000652,9/15/2022,2769594,1622159,4391753,2795.97,1637.61,4433.58,1008,4352.5797819623385,True
1,1,45572 Rachel Canyon Suite 933,Carlyville,ME,27045,FAKE000653,11/9/2023,3109188,5170913,8280101,5445.25,9056.03,14501.29,588,14057.896434634975,True
1,1,836 Ryan Pine,New Jonathan,MN,29226,FAKE000654,9/16/2019,4042220,4965408,9007628,1938.61,2381.37,4319.98,2103,4281.192015209125,True
1,1,9692 Anna Cape Suite 275,East Sonya,FL,82823,FAKE000655,10/28/2022,2089128,5509858,7598986,2204.43,5813.95,8018.38,965,7866.44513457557,True
1,1,359 Angela Vista Suite 339,West Brittany,NV,28986,FAKE000656,12/6/2018,6270445,2852958,9123403,2646.1,1203.94,3850.04,2387,3820.5205192629815,True
1,1,175 Carol Spring Suite 186,East Davidmouth,MS,15109,FAKE000657,5/7/2020,2121416,3382873,5504289,1145.72,1826.99,2972.71,1869,2943.470053475936,True
1,1,80948 Scott Burg,Phillipbury,IL,22010,FAKE000658,4/13/2019,5372143,3494212,8866355,2396.14,1558.53,3954.67,2259,3923.1659292035397,True
1,1,09273 Nathaniel Dale Suite 015,West Zacharyhaven,NV,17901,FAKE000659,4/18/2021,4501554,3762315,8263869,2991.06,2499.87,5490.94,1523,5422.486220472441,True
1,1,2134 Katie Vista Apt. 358,Francischester,WI,98992,FAKE000660,3/30/2022,5153744,3170522,8324266,4445.53,2734.84,7180.37,1177,7066.439728353141,True
1,1,10210 Vincent Lights Suite 239,East Johnshire,RI,89641,FAKE000661,12/20/2023,4127443,4197470,8324913,7788.43,7920.57,15709.0,547,15191.447080291971,True
1,1,90477 Cline Point,Johnville,PA,39468,FAKE000662,4/23/2020,2865269,2918799,5784068,1536.1,1564.8,3100.9,1883,3070.099787685775,True
1,1,9816 Merritt Rest Suite 020,Mendezfort,CA,76169,FAKE000663,4/28/2022,2538607,5500063,8038670,2246.32,4866.79,7113.11,1148,6996.231505657093,True
1,1,29389 Myers Fields Apt. 932,Ellisview,KY,25046,FAKE000664,6/14/2018,1349466,4642206,5991672,530.28,1824.18,2354.46,2562,2337.757315645728,True
1,1,5246 Smith Groves Suite 927,North Michelletown,DC,44430,FAKE000665,7/12/2018,2516143,2426897,4943040,999.84,964.38,1964.22,2534,1949.9171597633135,True
1,1,4302 Parrish Parkway Apt. 564,South Logan,SD,82631,FAKE000666,7/29/2018,5125077,4778200,9903277,2050.68,1911.88,3962.56,2517,3932.993248610008,True
1,1,992 Mark Shoal,Port Kenneth,LA,79515,FAKE000667,10/8/2023,6509379,1821947,8331326,10812.87,3026.48,13839.34,620,13415.983896940419,True
1,1,709 Kyle Hollow,North Derek,NM,38649,FAKE000668,2/4/2023,2036922,5783681,7820603,2401.25,6818.17,9219.42,866,9020.30334486736,True
1,1,1621 Riley Plains,South Kendra,GA,50134,FAKE000669,2/27/2021,2472983,1159752,3632735,1590.17,745.74,2335.91,1573,2307.963786531131,True
1,1,1209 Sarah Forest Apt. 503,Stewartton,MS,63356,FAKE000670,10/10/2020,1288831,5526861,6815692,760.09,3259.46,4019.55,1713,3976.483080513419,True
1,1,231 Sullivan Dale Apt. 662,Port Robertland,WY,24249,FAKE000671,8/15/2019,4916052,3707970,8624022,2322.14,1751.49,4073.63,2135,4037.4634831460676,True
1,1,04170 Farley Knolls,Carterburgh,NY,21374,FAKE000672,7/16/2018,2069348,4376999,6446347,823.49,1741.82,2565.31,2530,2546.956538917424,True
1,1,306 Benjamin Forges,Cruzland,NC,38691,FAKE000673,1/3/2020,3420788,1669780,5090568,1730.67,844.79,2575.46,1994,2551.6631578947367,True
1,1,0359 Garner Highway,East Gloria,MT,35912,FAKE000674,2/16/2021,5644274,3215225,8859499,3604.0,2053.0,5657.0,1584,5589.58927444795,True
1,1,743 Lisa Throughway,East Andrea,OK,59189,FAKE000675,8/27/2020,4850718,1060037,5910755,2788.7,609.42,3398.13,1757,3362.204209328783,True
1,1,6056 Sherri Square,Petersonhaven,MD,11314,FAKE000676,4/30/2019,4840607,5981881,10822488,2175.88,2688.89,4864.77,2242,4825.005795809184,True
1,1,1484 Gibson Row Apt. 491,Jessicachester,WV,63254,FAKE000677,6/21/2020,2509327,4851169,7360496,1389.44,2686.14,4075.58,1824,4033.1484931506848,True
1,1,146 Michael Landing,New Stephanieview,HI,55074,FAKE000678,1/10/2019,6545025,2210696,8755721,2804.07,947.12,3751.19,2352,3721.0883977900553,True
1,1,594 Flowers Villages Apt. 841,South April,RI,13252,FAKE000679,7/12/2022,4167887,6958630,11126517,3949.38,6593.82,10543.2,1073,10359.885474860335,True
1,1,8228 Carol Fork Apt. 533,Lawsonfort,VT,39190,FAKE000680,11/1/2023,4525157,1000421,5525578,7825.1,1729.97,9555.07,596,9255.574539363484,True
